1, And the winner by KO... YONG PHILLIPS, 1-0-0, 0-1-0
14448, It's a Draw!!, 1-4-2, 2-0-2
14449, And the winner by KO... ROLANDO PERRY, 1-5-3, 3-3-1
14450, And the winner by KO... JAROD SIMPSON, 3-3-1, 3-4-0
14451, And the winner by KO... STEFAN ROBERTSON, 3-5-0, 1-4-2
14452, And the winner by KO... MOSHE DUENES, 7-2-1, 5-7-4
14453, And the winner by KO... ANIBAL WEBB, 3-3-5, 7-4-2
14454, And the winner by KO... MICHEAL DENMON, 3-3-4, 1-3-4
14455, And the winner by KO... JEREMIAH STEWART, 3-4-1, 1-2-6
14456, And the winner by KO... ROLAND NELSON, 5-3-3, 7-7-1
14457, And the winner by KO... HOYT TURNER, 4-1-1, 3-6-1
14458, And the winner by KO... MONTE SANDERS, 2-1-2, 10-6-3
14459, And the winner by KO... RICKY HUNTER, 3-5-1, 3-7-5
14460, And the winner by KO... SANFORD HARRISON, 7-6-1, 4-8-1
14461, It's a Draw!!, 3-1-2, 1-4-1
14462, And the winner by KO... GILBERTO OWENS, 9-3-3, 6-2-3
14463, And the winner by KO... HAYDEN DIXON, 5-5-1, 5-2-1
14464, And the winner by KO... COLBY WELLS, 3-8-2, 3-4-1
14465, And the winner by KO... EMIL EISMAN, 5-4-1, 4-2-0
14466, And the winner by KO... JONAH CASTILLO, 5-3-0, 6-0-1
14467, And the winner by KO... LEONARD WELLS, 1-2-0, 4-5-3
14468, And the winner by KO... ADOLPH MURPHY, 2-2-3, 0-6-2
14469, And the winner by KO... DARRICK DIMERY, 3-6-2, 6-1-3
14470, And the winner by KO... GRAHAM HANSON, 7-4-0, 2-2-0
14471, And the winner by KO... DAMIEN HILL, 6-4-3, 7-2-0
14472, And the winner by KO... BILLY WOODS, 6-2-2, 2-4-0
14473, And the winner by KO... HUMBERTO DUDAS, 3-4-1, 2-1-2
14474, And the winner by KO... SCOTTY DESNOYERS, 4-7-2, 4-3-0
14475, And the winner by KO... DANIEL DONLAN, 6-1-3, 4-4-0
14476, And the winner by KO... JOSIAH HERNANDEZ, 7-5-4, 7-0-2
14477, And the winner by KO... HOLLIS FREEMAN, 4-6-2, 5-2-2
14478, And the winner by KO... FLORENCIO HANSON, 3-5-0, 2-4-2
14479, And the winner by KO... JERROD WHITE, 2-5-1, 5-3-2
14480, And the winner by KO... MICAH STEVENS, 4-3-4, 5-0-2
14481, It's a Draw!!, 4-3-4, 2-1-1
14482, And the winner by KO... OTHA PERRY, 5-3-1, 2-3-3
14483, And the winner by KO... RILEY VASQUEZ, 3-8-2, 13-3-4
14484, And the winner by KO... VICENTE FREEMAN, 4-1-6, 2-2-2
14485, It's a Draw!!, 2-2-2, 3-5-3
14486, And the winner by KO... MARK ADAMS, 7-3-3, 5-5-3
14487, And the winner by KO... DANIEL DIXON, 8-1-1, 5-2-1
14488, And the winner by KO... MARIO FARRAH, 5-8-0, 3-5-3
14489, And the winner by KO... MANUEL BURNS, 2-5-1, 3-2-0
14490, And the winner by KO... MICHAL WASHINGTON, 5-4-3, 4-6-3
14491, It's a Draw!!, 4-5-2, 2-5-3
14492, And the winner by KO... ALPHONSE MORENO, 3-4-3, 5-2-0
14493, It's a Draw!!, 1-5-1, 3-5-3
14494, It's a Draw!!, 6-3-4, 4-6-5
14495, And the winner by KO... BENNY SMITH, 2-4-0, 5-7-2
14496, And the winner by KO... JAN COLE, 4-5-2, 6-3-3
14497, And the winner by KO... ANTONIA HOFFMAN, 4-5-0, 2-3-5
14498, And the winner by KO... ROB TAYLOR, 4-4-3, 1-5-3
14499, And the winner by KO... ELISHA BYRD, 2-6-3, 8-1-5
14500, And the winner by KO... MAX DUNWOODY, 4-5-3, 5-5-3
14501, And the winner by KO... JEREMIAH OWENS, 3-8-1, 5-0-3
14502, And the winner by KO... DALE PALMER, 3-2-2, 4-5-1
14503, And the winner by KO... TYSON BERRY, 3-8-1, 3-5-1
14504, And the winner by KO... JIM GEORGE, 5-4-0, 5-3-4
14505, And the winner by KO... OTTO KIM, 5-3-0, 2-4-0
14506, And the winner by KO... ARNOLDO RIVERA, 7-2-2, 5-3-1
14507, And the winner by KO... TAYLOR HOFFMAN, 2-5-1, 1-7-3
14508, It's a Draw!!, 1-2-5, 4-4-2
14509, And the winner by KO... PHILLIP GRAY, 8-8-3, 4-6-1
14510, It's a Draw!!, 1-2-4, 4-2-5
14511, And the winner by KO... DARRON LITTLE, 3-4-2, 2-1-3
14512, And the winner by KO... WILLARD BERRY, 6-3-4, 3-3-3
14513, And the winner by KO... JAROD SIMPSON, 4-4-0, 0-5-1
14514, It's a Draw!!, 1-4-2, 5-5-4
14515, It's a Draw!!, 1-3-4, 2-3-2
14516, And the winner by KO... HOSEA HERRERA, 3-1-2, 3-4-0
14517, And the winner by KO... EMILIO BRYANT, 3-6-2, 3-1-0
14518, And the winner by KO... EMILIO BRYANT, 4-3-0, 4-6-2
14519, And the winner by KO... EVERETT SMITH, 6-3-2, 4-5-2
14520, And the winner by KO... RIGOBERTO CARROLL, 2-4-0, 3-4-1
14521, And the winner by KO... MARK DUENES, 2-1-2, 4-4-1
14522, And the winner by KO... DENNIS CARR, 1-2-2, 2-4-3
14523, And the winner by KO... WALDO STEPHENS, 7-6-1, 5-6-2
14524, And the winner by KO... MARCUS CUNNINGHAM, 5-6-1, 6-7-3
14525, And the winner by KO... JOEY MEYER, 6-5-3, 3-5-0
14526, And the winner by KO... JON WHEELER, 7-2-1, 5-4-0
14527, And the winner by KO... FRANCESCO GORDON, 5-3-3, 3-3-4
14528, And the winner by KO... STEVE WELLS, 4-5-1, 5-6-1
14529, And the winner by KO... LEROY RUIZ, 6-3-1, 6-3-3
14530, And the winner by KO... MARIO BROWN, 2-4-1, 6-4-0
14531, And the winner by KO... REGINALD PORTER, 5-0-3, 6-2-2
14532, It's a Draw!!, 7-4-1, 3-6-3
14533, And the winner by KO... JEREMIAH OWENS, 3-6-3, 6-0-3
14534, And the winner by KO... WALKER KIM, 4-4-6, 4-2-4
14535, It's a Draw!!, 3-1-1, 4-7-2
14536, And the winner by KO... MARSHALL PIERCE, 5-5-2, 4-3-5
14537, And the winner by KO... COURTNEY FASCIANO, 3-2-0, 2-6-4
14538, And the winner by KO... LAUREN DIMMITT, 5-2-3, 2-7-3
14539, And the winner by KO... SHAD HICKS, 2-1-1, 4-3-1
14540, And the winner by KO... STEVEN LONG, 3-4-1, 2-1-2
14541, And the winner by KO... EARNEST BOWMAN, 4-6-3, 5-4-5
14542, And the winner by KO... DARIO HOLLAND, 3-3-1, 2-4-3
14543, And the winner by KO... ORLANDO SILVA, 7-4-2, 6-4-2
14544, It's a Draw!!, 2-5-3, 2-5-2
14545, It's a Draw!!, 3-3-2, 3-3-3
14546, And the winner by KO... CLINTON DONATHAN, 1-4-3, 8-0-3
14547, It's a Draw!!, 0-6-1, 4-3-2
14548, And the winner by KO... BRIAN WHITE, 6-5-3, 5-7-2
14549, It's a Draw!!, 4-4-3, 5-7-3
14550, And the winner by KO... TERRANCE BURKE, 4-2-0, 3-2-0
14551, And the winner by KO... OSCAR BOYD, 7-4-2, 3-4-1
14552, And the winner by KO... EUSEBIO CAMPBELL, 1-3-4, 6-5-1
14553, And the winner by KO... FREEMAN BYRD, 4-3-1, 4-2-3
14554, And the winner by KO... ABRAM HENRY, 5-3-1, 5-1-2
14555, And the winner by KO... CHARLIE WELCH, 5-10-3, 2-6-1
14556, And the winner by KO... LEON RAMOS, 5-2-3, 4-7-4
14557, And the winner by KO... WILLARD EDWARDS, 3-2-2, 4-5-1
14558, And the winner by KO... NEAL ALEXANDER, 3-7-0, 4-5-2
14559, And the winner by KO... RUBEN BAKER, 3-2-0, 4-1-0
14560, And the winner by KO... TAYLOR HOFFMAN, 2-7-3, 6-6-1
14561, And the winner by KO... COLIN PALMER, 3-1-2, 5-8-4
14562, It's a Draw!!, 6-2-6, 2-4-3
14563, And the winner by KO... HECTOR MORGAN, 6-3-1, 8-2-3
14564, And the winner by KO... ANTONIA MAY, 4-2-1, 6-4-0
14565, And the winner by KO... TITUS GARCIA, 5-3-0, 1-4-1
14566, And the winner by KO... FREDRICK RYAN, 3-5-2, 4-3-4
14567, And the winner by KO... ARMANDO DESNOYERS, 2-2-2, 6-3-3
14568, And the winner by KO... JAVIER HANSON, 4-2-2, 7-2-2
14569, And the winner by KO... BRICE EAGAR, 7-3-1, 7-6-2
14570, And the winner by KO... FREDDIE OLSON, 5-1-2, 1-7-3
14571, And the winner by KO... FREDDY CASTILLO, 6-4-2, 4-6-3
14572, And the winner by KO... EDGARDO WHITE, 2-3-1, 5-3-3
14573, It's a Draw!!, 4-2-4, 3-5-2
14574, And the winner by KO... CURT WRIGHT, 5-5-3, 4-4-3
14575, It's a Draw!!, 3-5-1, 4-5-3
14576, And the winner by KO... THOMAS ROMERO, 1-4-1, 2-7-2
14577, It's a Draw!!, 3-4-2, 5-6-3
14578, And the winner by KO... ALFRED GREENE, 3-7-0, 6-3-3
14579, And the winner by KO... ALFRED SULLIVAN, 2-6-2, 4-5-2
14580, And the winner by KO... ARNOLDO LEWIS, 4-5-3, 4-4-0
14581, And the winner by KO... LYNDON WHEELER, 4-5-2, 3-5-3
14582, It's a Draw!!, 6-1-2, 3-1-2
14583, And the winner by KO... WAYLON HARVEY, 3-3-2, 6-6-3
14584, It's a Draw!!, 2-5-2, 3-5-2
14585, And the winner by KO... ZANE BYRD, 3-3-1, 1-5-1
14586, It's a Draw!!, 4-6-2, 2-8-2
14587, It's a Draw!!, 5-4-4, 5-2-1
14588, And the winner by KO... WHITNEY BANKS, 4-6-1, 4-6-3
14589, And the winner by KO... RUDOLF PERRY, 3-0-1, 3-5-3
14590, And the winner by KO... TERRY GARRETT, 1-4-4, 6-3-1
14591, It's a Draw!!, 6-5-4, 3-3-2
14592, And the winner by KO... PARIS RICHARDSON, 5-4-1, 4-5-6
14593, It's a Draw!!, 4-5-2, 2-5-5
14594, And the winner by KO... ALEX HUGHES, 7-5-1, 4-8-4
14595, And the winner by KO... IVAN MARSHALL, 6-5-2, 4-8-5
14596, And the winner by KO... JORGE DIMERY, 2-5-0, 3-1-2
14597, And the winner by KO... GLENN PAYNE, 6-4-1, 7-3-0
14598, And the winner by KO... THURMAN SIMMONS, 5-4-1, 3-4-1
14599, And the winner by KO... FELIX FILMORE, 6-8-1, 4-5-4
14600, And the winner by KO... MORTON BURNS, 3-6-2, 4-4-2
14601, And the winner by KO... VIRGILIO BRADLEY, 8-5-2, 5-8-1
14602, And the winner by KO... TIMOTHY THOMAS, 4-4-1, 4-3-1
14603, And the winner by KO... ARON JACOBS, 6-5-4, 1-8-3
14604, And the winner by KO... THEO TERRY, 3-2-2, 5-6-5
14605, And the winner by KO... LAUREN EKDAHL, 4-1-1, 6-4-2
14606, And the winner by KO... WHITNEY BURKE, 2-5-2, 7-4-2
14607, And the winner by KO... QUINN MILLER, 7-4-2, 4-4-5
14608, It's a Draw!!, 2-5-3, 4-3-4
14609, It's a Draw!!, 4-5-2, 2-3-1
14610, And the winner by KO... CARTER LAWSON, 2-4-4, 1-5-3
14611, And the winner by KO... THADDEUS JENKINS, 4-5-4, 7-4-0
14612, It's a Draw!!, 1-2-3, 6-2-6
14613, And the winner by KO... BRITT WADE, 9-2-3, 2-4-2
14614, It's a Draw!!, 2-1-5, 5-7-4
14615, And the winner by KO... LOWELL BAKER, 7-3-0, 3-7-2
14616, And the winner by KO... MOHAMED VARGAS, 5-5-0, 8-6-4
14617, It's a Draw!!, 2-2-3, 4-1-4
14618, It's a Draw!!, 2-2-2, 4-2-2
14619, And the winner by KO... REY MOORE, 4-9-2, 4-4-4
14620, It's a Draw!!, 0-3-3, 4-2-2
14621, It's a Draw!!, 4-2-4, 7-3-1
14622, And the winner by KO... DANTE RODRIGUEZ, 5-7-5, 3-2-2
14623, And the winner by KO... CASEY BANKS, 8-3-2, 6-4-7
14624, And the winner by KO... LANE HANSON, 3-4-1, 9-3-1
14625, And the winner by KO... GRANT STEVENS, 2-5-4, 7-2-2
14626, It's a Draw!!, 3-2-3, 5-0-4
14627, And the winner by KO... CLINTON DONATHAN, 4-4-1, 9-0-3
14628, And the winner by KO... DAMIEN HAYES, 5-1-3, 6-5-5
14629, And the winner by KO... VON FINTON, 5-1-1, 2-6-1
14630, And the winner by KO... JARRED WEBB, 7-2-2, 4-2-0
14631, And the winner by KO... CHI PORTER, 5-3-3, 4-3-1
14632, And the winner by KO... ABDUL MILLS, 5-4-3, 3-2-3
14633, And the winner by KO... FLORENCIO HANSON, 4-5-0, 4-3-1
14634, And the winner by KO... ALFREDO FOWLER, 5-5-1, 5-2-1
14635, And the winner by KO... DONNY ROBINSON, 3-6-1, 3-6-1
14636, And the winner by KO... CORNELL HALL, 4-7-1, 3-2-4
14637, And the winner by KO... SONNY MILLS, 2-4-1, 5-6-2
14638, And the winner by KO... LUIS THOMPSON, 6-3-2, 6-5-1
14639, And the winner by KO... SHELBY PRICE, 7-3-3, 3-4-2
14640, And the winner by KO... RUEBEN HARRISON, 5-7-1, 6-7-3
14641, And the winner by KO... MICHAL WASHINGTON, 6-4-4, 4-2-0
14642, And the winner by KO... DONNIE COLEMAN, 6-3-3, 5-2-2
14643, And the winner by KO... SOL HAWKINS, 5-4-1, 5-2-3
14644, It's a Draw!!, 6-4-3, 4-1-4
14645, And the winner by KO... MAURICE DERBYSHIRE, 4-2-3, 3-3-2
14646, It's a Draw!!, 5-3-1, 3-2-5
14647, And the winner by KO... DUSTY OLIVER, 7-4-2, 4-4-1
14648, And the winner by KO... EDGAR PIERCE, 6-2-3, 3-7-0
14649, And the winner by KO... IAN CRUZ, 3-6-4, 4-3-1
14650, And the winner by KO... MAX LEE, 6-4-0, 3-6-3
14651, And the winner by KO... JODY DELPINO, 6-7-1, 4-4-6
14652, And the winner by KO... ELOY FERNANDEZ, 2-9-4, 3-4-3
14653, And the winner by KO... LEO THOMPSON, 4-5-1, 2-8-3
14654, And the winner by KO... REED WELLS, 0-6-4, 9-2-1
14655, It's a Draw!!, 4-2-2, 4-3-2
14656, And the winner by KO... WARREN FREEMAN, 2-5-1, 2-5-2
14657, And the winner by KO... OTIS PRICE, 4-3-3, 7-3-2
14658, And the winner by KO... CLAUD HUNT, 3-5-0, 3-3-2
14659, And the winner by KO... DAMIEN WEST, 4-4-2, 2-4-2
14660, And the winner by KO... DARELL BARNES, 2-2-1, 8-2-2
14661, And the winner by KO... GERARD ROMERO, 4-4-1, 3-3-0
14662, And the winner by KO... CLEMENT BURKE, 7-5-2, 2-3-3
14663, And the winner by KO... DOMINGO EMMICK, 5-8-5, 4-4-1
14664, And the winner by KO... ROGELIO DINGEE, 3-7-3, 4-1-1
14665, It's a Draw!!, 3-2-1, 2-6-4
14666, And the winner by KO... SHAWN ESTRIDGE, 4-3-4, 5-2-5
14667, It's a Draw!!, 9-0-4, 2-7-4
14668, And the winner by KO... PALMER FRANKLIN, 0-6-1, 4-3-3
14669, It's a Draw!!, 2-4-4, 2-2-2
14670, And the winner by KO... NORRIS WALKER, 4-6-3, 3-4-3
14671, And the winner by KO... FREDERICK JORDAN, 7-5-2, 5-7-2
14672, And the winner by KO... FLORENCIO FITZHENRY, 3-6-1, 4-7-1
14673, It's a Draw!!, 2-2-3, 4-4-1
14674, It's a Draw!!, 4-4-2, 4-4-3
14675, And the winner by KO... ALFRED SULLIVAN, 4-6-2, 5-5-2
14676, And the winner by KO... DARRON RICHARDS, 7-6-4, 1-1-2
14677, And the winner by KO... BENNY FERGUSON, 4-3-2, 6-5-3
14678, And the winner by KO... REFUGIO DUDEN, 3-5-2, 3-3-0
14679, And the winner by KO... MYLES SULLIVAN, 7-3-1, 1-7-0
14680, And the winner by KO... GERARDO PHILLIPS, 4-5-1, 7-3-4
14681, And the winner by KO... GALE RAMIREZ, 3-3-0, 4-3-4
14682, It's a Draw!!, 6-3-2, 1-1-3
14683, And the winner by KO... BRAIN COOK, 4-3-3, 2-7-3
14684, And the winner by KO... DEXTER DIXON, 5-5-2, 4-2-4
14685, And the winner by KO... DANIAL ADAMS, 5-6-2, 3-6-1
14686, And the winner by KO... JAIME RIVERA, 5-2-4, 3-3-0
14687, It's a Draw!!, 5-4-2, 6-2-2
14688, It's a Draw!!, 5-5-1, 5-4-4
14689, And the winner by KO... DENNIS MONTGOMERY, 6-5-2, 7-4-1
14690, And the winner by KO... RENATO LEE, 4-5-2, 3-5-1
14691, And the winner by KO... ARLEN HART, 2-5-1, 1-2-3
14692, And the winner by KO... ISIDRO HUDSON, 3-8-2, 3-5-1
14693, It's a Draw!!, 6-2-3, 4-6-2
14694, And the winner by KO... ROB FLEMING, 3-3-2, 7-3-0
14695, And the winner by KO... FREDERIC BLACK, 5-4-2, 4-7-1
14696, And the winner by KO... ROSCOE MORALES, 5-4-3, 3-2-4
14697, And the winner by KO... SON SANCHEZ, 4-3-3, 3-5-1
14698, And the winner by KO... THURMAN SIMMONS, 2-5-4, 4-4-1
14699, And the winner by KO... HOWARD BLACK, 6-4-3, 6-5-0
14700, And the winner by KO... MOHAMED DENMON, 4-5-0, 2-2-2
14701, It's a Draw!!, 1-1-4, 5-2-2
14702, And the winner by KO... LEO DOUGLAS, 3-3-1, 6-6-2
14703, It's a Draw!!, 0-4-3, 3-5-3
14704, And the winner by KO... SYDNEY MCCOY, 1-4-0, 11-2-1
14705, And the winner by KO... DARNELL MONTGOMERY, 2-6-2, 5-2-0
14706, And the winner by KO... SAMMY HENRY, 7-3-2, 3-6-0
14707, And the winner by KO... MYLES SULLIVAN, 5-2-2, 8-3-1
14708, It's a Draw!!, 0-3-2, 2-1-3
14709, And the winner by KO... JAIME KIM, 2-3-2, 4-3-3
14710, It's a Draw!!, 4-5-1, 6-3-3
14711, And the winner by KO... CLINTON DONATHAN, 4-8-4, 10-0-4
14712, And the winner by KO... PRINCE DELPINO, 8-6-3, 4-3-0
14713, And the winner by KO... WOODROW RAMOS, 5-3-3, 5-4-2
14714, It's a Draw!!, 5-3-2, 4-5-3
14715, And the winner by KO... JAE PIERCE, 6-5-3, 4-3-0
14716, And the winner by KO... RICKEY DESPER, 4-2-2, 5-3-4
14717, And the winner by KO... TERENCE EKDAHL, 6-2-1, 3-6-2
14718, It's a Draw!!, 5-2-2, 7-4-1
14719, And the winner by KO... GALEN FRAZIER, 5-1-1, 5-6-3
14720, And the winner by KO... DAMION SANDERS, 4-4-1, 3-4-1
14721, And the winner by KO... WARREN FREEMAN, 2-4-2, 3-5-1
14722, And the winner by KO... SALVATORE FAIRES, 5-6-3, 3-4-4
14723, And the winner by KO... MARIANO FRANKLIN, 4-5-3, 4-2-2
14724, And the winner by KO... ALBERT WEST, 2-3-0, 5-4-5
14725, And the winner by KO... RAMIRO DENA, 5-7-3, 5-1-2
14726, It's a Draw!!, 1-4-1, 6-3-4
14727, And the winner by KO... SALVATORE FAIRES, 4-4-4, 1-2-2
14728, And the winner by KO... MARIANO SULLIVAN, 5-7-1, 2-5-3
14729, And the winner by KO... DALE PALMER, 5-5-1, 1-2-4
14730, It's a Draw!!, 1-2-3, 3-2-1
14731, And the winner by KO... ANDREW SULLIVAN, 2-3-5, 6-4-1
14732, It's a Draw!!, 5-1-3, 6-2-3
14733, And the winner by KO... MERVIN ROGERS, 5-4-0, 6-1-0
14734, It's a Draw!!, 4-3-5, 5-3-2
14735, And the winner by KO... LAWERENCE GRIFFIN, 5-8-2, 5-4-2
14736, And the winner by KO... LUPE ORTIZ, 0-3-2, 5-8-1
14737, And the winner by KO... BRANDON JORDAN, 2-3-3, 2-0-1
14738, And the winner by KO... JAYSON CAMPBELL, 7-5-2, 2-5-7
14739, And the winner by KO... RANDALL WEBB, 3-5-1, 3-6-1
14740, And the winner by KO... COY DELPINO, 3-3-0, 6-6-1
14741, And the winner by KO... OLIN MILLS, 3-2-2, 3-3-2
14742, And the winner by KO... LEON REYES, 3-4-2, 5-2-5
14743, And the winner by KO... RUEBEN HARRISON, 6-7-1, 3-5-2
14744, And the winner by KO... NORRIS WALKER, 1-6-2, 4-4-3
14745, It's a Draw!!, 2-3-3, 4-1-1
14746, And the winner by KO... TOMAS SNYDER, 3-2-2, 4-4-2
14747, It's a Draw!!, 5-5-2, 2-7-5
14748, And the winner by KO... COURTNEY FASCIANO, 4-2-0, 3-6-1
14749, And the winner by KO... ELMO BURTON, 3-2-1, 7-3-1
14750, And the winner by KO... RANDELL ORTIZ, 8-4-2, 2-2-6
14751, And the winner by KO... WARREN FREEMAN, 1-6-1, 4-5-1
14752, And the winner by KO... JEFF DIAZ, 8-5-1, 5-3-1
14753, And the winner by KO... SAMMY LEWIS, 4-3-2, 6-7-2
14754, And the winner by KO... DILLON DIMMITT, 6-7-2, 2-3-4
14755, And the winner by KO... RICKY HUNTER, 2-6-3, 4-5-1
14756, It's a Draw!!, 6-8-4, 2-6-4
14757, And the winner by KO... DANNY NICHOLS, 6-8-3, 4-5-1
14758, And the winner by KO... NICKOLAS COOPER, 3-3-5, 3-5-0
14759, It's a Draw!!, 4-4-3, 3-9-2
14760, It's a Draw!!, 6-2-3, 3-3-6
14761, And the winner by KO... LAZARO GRAHAM, 0-4-4, 4-4-2
14762, It's a Draw!!, 2-4-4, 4-7-2
14763, And the winner by KO... DARREN OWENS, 3-1-0, 1-3-2
14764, And the winner by KO... KENNETH LAWSON, 6-3-2, 3-6-0
14765, It's a Draw!!, 2-2-4, 7-4-2
14766, And the winner by KO... RIGOBERTO CARROLL, 4-5-1, 5-7-4
14767, It's a Draw!!, 3-2-2, 3-2-2
14768, And the winner by KO... GREG CUNNINGHAM, 6-2-3, 4-4-3
14769, And the winner by KO... MILTON WASHINGTON, 8-3-0, 2-7-3
14770, And the winner by KO... DARIN OWENS, 7-7-3, 2-4-1
14771, And the winner by KO... BRICE EAGAR, 8-6-2, 4-6-0
14772, And the winner by KO... BASIL EKKER, 1-4-1, 4-6-0
14773, And the winner by KO... ARRON BERRY, 3-0-2, 3-4-1
14774, And the winner by KO... TYLER ELLIOTT, 5-10-2, 3-7-0
14775, And the winner by KO... DALE PALMER, 6-5-1, 4-3-3
14776, It's a Draw!!, 1-2-4, 3-5-3
14777, It's a Draw!!, 5-2-3, 5-0-2
14778, And the winner by KO... CLAYTON ROBERTSON, 7-4-2, 4-3-2
14779, And the winner by KO... ROSS EGGLETON, 3-1-0, 8-3-1
14780, And the winner by KO... AMBROSE BYRD, 6-3-1, 2-6-1
14781, And the winner by KO... CHARLEY PERKINS, 7-3-0, 6-0-1
14782, And the winner by KO... TIM FAUSNAUGHT, 6-2-3, 5-5-1
14783, And the winner by KO... GENARO HENRY, 3-3-3, 5-8-1
14784, And the winner by KO... AVERY BELL, 3-5-3, 1-5-1
14785, And the winner by KO... MILO WILLIS, 6-4-2, 5-4-3
14786, It's a Draw!!, 2-9-2, 1-4-6
14787, And the winner by KO... BENNY SMITH, 6-7-2, 3-4-2
14788, It's a Draw!!, 6-5-2, 2-5-2
14789, And the winner by KO... RAUL COOPER, 4-2-2, 6-3-3
14790, It's a Draw!!, 8-5-2, 5-6-4
14791, It's a Draw!!, 5-4-3, 3-2-5
14792, And the winner by KO... DENIS PAYNE, 4-4-0, 4-6-1
14793, And the winner by KO... HARLAN RIVERA, 8-3-1, 5-8-5
14794, And the winner by KO... ERIC EISMAN, 6-4-4, 0-1-2
14795, And the winner by KO... DWAIN JENKINS, 3-7-4, 4-3-1
14796, And the winner by KO... TRINIDAD DINGEE, 5-11-3, 8-7-1
14797, And the winner by KO... IRVIN HANSON, 5-5-6, 4-4-2
14798, And the winner by KO... TRENT BURNS, 3-4-3, 9-2-2
14799, And the winner by KO... EDGAR PIERCE, 7-2-3, 4-7-0
14800, And the winner by KO... JAMES MORRIS, 5-5-2, 6-7-0
14801, It's a Draw!!, 1-3-1, 7-3-5
14802, It's a Draw!!, 5-5-2, 0-2-5
14803, And the winner by KO... MATTHEW SHAW, 2-2-1, 5-1-3
14804, It's a Draw!!, 3-2-1, 3-4-2
14805, And the winner by KO... WENDELL COLEMAN, 3-3-4, 4-4-2
14806, It's a Draw!!, 3-6-3, 3-2-2
14807, And the winner by KO... HUEY EDWARDS, 2-3-0, 4-3-2
14808, And the winner by KO... NICKOLAS WEST, 7-3-4, 2-7-2
14809, And the winner by KO... CHAS BURTON, 4-4-0, 1-4-0
14810, And the winner by KO... BILLY WOODS, 6-8-3, 7-2-2
14811, And the winner by KO... DAMION SANDERS, 4-4-1, 1-2-5
14812, And the winner by KO... QUENTIN ARNOLD, 4-3-0, 7-5-2
14813, It's a Draw!!, 7-3-2, 5-4-3
14814, And the winner by KO... GAYLE FELBERBAUM, 4-6-1, 2-5-2
14815, It's a Draw!!, 3-3-3, 4-3-1
14816, It's a Draw!!, 2-4-2, 7-7-4
14817, It's a Draw!!, 8-0-3, 4-3-1
14818, It's a Draw!!, 3-7-5, 3-2-3
14819, And the winner by KO... CHUCK STEWART, 3-3-5, 2-6-2
14820, And the winner by KO... WILFREDO GUTIERREZ, 3-3-1, 4-3-2
14821, And the winner by KO... FELIX FILMORE, 2-2-1, 5-5-4
14822, And the winner by KO... JONAS NGUYEN, 0-3-3, 6-7-4
14823, It's a Draw!!, 2-7-2, 1-1-3
14824, And the winner by KO... DUSTY OLIVER, 3-5-3, 8-4-2
14825, And the winner by KO... JESUS WOOD, 5-3-5, 4-3-4
14826, And the winner by KO... DENIS PERKINS, 4-6-0, 2-3-5
14827, And the winner by KO... LANE HANSON, 4-5-1, 4-3-2
14828, And the winner by KO... BRENTON ESTRIDGE, 7-3-1, 5-6-2
14829, And the winner by KO... ISSAC JORDAN, 4-4-2, 6-11-3
14830, And the winner by KO... ANDREA NICHOLS, 8-5-2, 3-1-3
14831, And the winner by KO... KENNETH FOWLER, 3-3-1, 1-3-0
14832, And the winner by KO... LEON REYES, 5-7-4, 6-2-5
14833, And the winner by KO... MILTON PETERS, 3-10-0, 5-3-4
14834, And the winner by KO... JEFFERY OWENS, 3-5-2, 4-1-2
14835, And the winner by KO... JACINTO DUNCAN, 1-3-0, 3-1-2
14836, And the winner by KO... GENARO HENRY, 2-7-4, 6-8-1
14837, And the winner by KO... DEREK TURNER, 2-5-2, 5-1-2
14838, And the winner by KO... HARVEY BISHOP, 5-9-4, 8-5-4
14839, And the winner by KO... WAYLON WILLIAMS, 8-2-0, 3-5-1
14840, And the winner by KO... SAMMY HENRY, 8-3-2, 3-2-1
14841, And the winner by KO... EDWIN GOMEZ, 3-5-0, 4-7-2
14842, And the winner by KO... MICHEAL DENMON, 3-4-2, 4-3-4
14843, And the winner by KO... JONAH CASTILLO, 7-0-1, 7-3-5
14844, It's a Draw!!, 4-5-2, 3-6-2
14845, It's a Draw!!, 2-7-3, 3-7-1
14846, And the winner by KO... LEON HOFFMAN, 7-3-2, 5-3-0
14847, And the winner by KO... EFRAIN WHITE, 3-3-3, 6-5-2
14848, And the winner by KO... ELVIS RAMOS, 5-7-1, 2-3-2
14849, And the winner by KO... ROSS EGGLETON, 2-2-0, 4-1-0
14850, It's a Draw!!, 2-1-3, 7-3-4
14851, And the winner by KO... GENARO HENRY, 5-4-0, 7-8-1
14852, And the winner by KO... ALVARO GUTIERREZ, 4-4-1, 5-6-2
14853, And the winner by KO... BRITT WADE, 5-5-2, 10-2-3
14854, It's a Draw!!, 3-5-4, 4-4-1
14855, And the winner by KO... EDWARD FREEMAN, 4-3-0, 4-3-1
14856, It's a Draw!!, 6-3-3, 2-5-4
14857, It's a Draw!!, 3-7-1, 2-4-1
14858, It's a Draw!!, 6-5-5, 4-2-1
14859, And the winner by KO... LAUREN EKDAHL, 4-7-0, 5-1-1
14860, And the winner by KO... CHARLIE WELCH, 6-11-3, 2-7-1
14861, And the winner by KO... DUSTIN CARTER, 4-7-1, 5-3-4
